"id","bicuartal","cuartal","date","equinoccial","inicial","lleno","luna_id","nuevo","selecto","soe_id","solsticial","invertido","tricuartal","year"
671,0,1,"1241-03-20 08:14:34",1,0,0,61357,1,0,4961,0,0,0,1241
672,1,0,"1242-06-21 20:50:20",0,0,1,61419,0,0,4966,1,0,0,1242
673,0,0,"1243-09-23 09:32:04",1,0,0,61481,1,0,4971,0,0,1,1243
674,1,0,"1246-06-21 19:55:06",0,0,0,61617,1,0,4982,1,0,0,1246
675,0,0,"1247-09-23 08:45:03",1,0,1,61679,0,0,4987,0,0,1,1247
676,0,0,"1247-12-21 16:37:11",0,1,1,61691,0,1,4988,1,0,0,1247
677,0,0,"1251-09-23 08:00:40",1,0,0,61877,1,0,5003,0,0,1,1251
678,0,0,"1251-12-21 16:04:32",0,1,0,61889,1,0,5004,1,1,0,1251
679,0,0,"1255-12-21 15:31:18",0,1,1,62087,0,0,5020,1,0,0,1255
680,0,1,"1256-03-19 23:24:47",1,0,1,62099,0,0,5021,0,0,0,1256
681,1,0,"1257-06-21 12:02:14",0,0,0,62161,1,0,5026,1,1,0,1257
682,0,1,"1260-03-19 22:31:23",1,0,0,62297,1,0,5037,0,0,0,1260
683,1,0,"1261-06-21 10:57:24",0,0,1,62359,0,1,5042,1,0,0,1261
684,0,0,"1262-09-22 23:56:12",1,0,0,62421,1,0,5047,0,0,1,1262
685,1,0,"1265-06-21 10:06:28",0,0,0,62557,1,0,5058,1,1,0,1265
686,0,0,"1266-09-22 23:06:01",1,0,1,62619,0,0,5063,0,0,1,1266
687,0,0,"1266-12-21 07:27:08",0,1,1,62631,0,0,5064,1,0,0,1266
688,0,0,"1270-09-22 22:30:05",1,0,0,62817,1,0,5079,0,0,1,1270
689,0,0,"1270-12-21 06:43:27",0,1,0,62829,1,0,5080,1,0,0,1270
690,0,1,"1271-03-20 14:24:41",1,0,0,62841,1,0,5081,0,0,0,1271
691,0,0,"1274-12-21 06:20:08",0,1,1,63027,0,1,5096,1,0,0,1274
692,0,1,"1275-03-20 13:49:06",1,0,1,63039,0,0,5097,0,0,0,1275
693,1,0,"1276-06-21 02:10:40",0,0,0,63101,1,0,5102,1,0,0,1276
694,0,1,"1279-03-20 13:02:21",1,0,0,63237,1,0,5113,0,0,0,1279
695,1,0,"1280-06-21 01:16:39",0,0,1,63299,0,0,5118,1,0,0,1280
696,0,0,"1285-09-22 13:33:14",1,0,1,63559,0,0,5139,0,1,1,1285
697,0,0,"1285-12-20 22:14:41",0,1,1,63571,0,0,5140,1,0,0,1285
698,0,0,"1289-09-22 12:54:01",1,0,0,63757,1,0,5155,0,0,1,1289
699,0,0,"1289-12-20 21:34:41",0,1,0,63769,1,0,5156,1,0,0,1289
700,0,1,"1290-03-20 04:58:58",1,0,0,63781,1,0,5157,0,1,0,1290
701,0,1,"1294-03-20 04:21:00",1,0,1,63979,0,1,5173,0,0,0,1294
702,1,0,"1295-06-21 16:19:56",0,0,0,64041,1,0,5178,1,0,0,1295
703,0,1,"1298-03-20 03:25:59",1,0,0,64177,1,0,5189,0,0,0,1298
704,1,0,"1299-06-21 15:22:47",0,0,1,64239,0,0,5194,1,0,0,1299
705,0,0,"1304-09-23 03:56:54",1,0,1,64499,0,0,5215,0,0,1,1304
706,0,0,"1304-12-21 12:49:38",0,1,1,64511,0,0,5216,1,0,0,1304
707,0,1,"1305-03-20 20:11:32",1,0,1,64523,0,0,5217,0,0,0,1305
708,0,0,"1308-09-23 03:28:07",1,0,0,64697,1,0,5231,0,0,1,1308
709,0,0,"1308-12-21 12:20:20",0,1,0,64709,1,0,5232,1,0,0,1308
710,0,1,"1309-03-20 19:24:06",1,0,0,64721,1,0,5233,0,0,0,1309
711,0,1,"1313-03-20 18:58:07",1,0,1,64919,0,0,5249,0,0,0,1313
712,1,0,"1314-06-22 06:29:06",0,0,0,64981,1,1,5254,1,0,0,1314
713,1,0,"1318-06-22 05:34:03",0,0,1,65179,0,0,5270,1,0,0,1318
714,0,0,"1323-09-23 18:28:27",1,0,1,65439,0,0,5291,0,0,1,1323
715,0,0,"1323-12-22 03:35:35",0,1,1,65451,0,0,5292,1,0,0,1323
716,0,1,"1324-03-20 10:41:11",1,0,1,65463,0,0,5293,0,0,0,1324
717,0,0,"1327-09-23 17:50:31",1,0,0,65637,1,0,5307,0,0,1,1327
718,0,0,"1327-12-22 03:02:44",0,1,0,65649,1,1,5308,1,0,0,1327
719,0,1,"1328-03-20 10:03:39",1,0,0,65661,1,0,5309,0,0,0,1328
720,0,1,"1332-03-20 09:17:16",1,0,1,65859,0,0,5325,0,0,0,1332
721,1,0,"1333-06-21 20:36:04",0,0,0,65921,1,0,5330,1,0,0,1333
722,1,0,"1337-06-21 19:46:49",0,0,1,66119,0,0,5346,1,0,0,1337
723,0,0,"1338-09-23 09:41:16",1,0,0,66181,1,0,5351,0,1,1,1338
724,0,0,"1342-09-23 08:56:31",1,0,1,66379,0,1,5367,0,0,1,1342
725,0,0,"1342-12-21 18:15:38",0,1,1,66391,0,0,5368,1,0,0,1342
726,0,0,"1346-09-23 08:18:01",1,0,0,66577,1,0,5383,0,0,1,1346
727,0,0,"1346-12-21 17:50:29",0,1,0,66589,1,0,5384,1,0,0,1346
728,0,1,"1347-03-21 00:31:51",1,0,0,66601,1,0,5385,0,0,0,1347
729,0,0,"1350-12-21 17:07:32",0,1,1,66787,0,0,5400,1,0,0,1350
730,0,1,"1351-03-20 23:48:33",1,0,1,66799,0,0,5401,0,0,0,1351
731,1,0,"1352-06-21 10:55:27",0,0,0,66861,1,0,5406,1,0,0,1352
732,1,0,"1356-06-21 09:56:55",0,0,1,67059,0,0,5422,1,0,0,1356
733,0,0,"1357-09-23 00:03:03",1,0,0,67121,1,0,5427,0,0,1,1357
734,1,0,"1360-06-21 09:01:40",0,0,0,67257,1,0,5438,1,0,0,1360
735,0,0,"1361-09-22 23:14:59",1,0,1,67319,0,0,5443,0,0,1,1361
736,0,0,"1361-12-21 09:04:09",0,1,1,67331,0,0,5444,1,0,0,1361
737,0,0,"1365-12-21 08:29:24",0,1,0,67529,1,0,5460,1,0,0,1365
738,0,1,"1366-03-20 14:58:43",1,0,0,67541,1,0,5461,0,0,0,1366
739,0,0,"1369-12-21 07:55:17",0,1,1,67727,0,0,5476,1,0,0,1369
740,0,1,"1370-03-20 14:13:04",1,0,1,67739,0,0,5477,0,0,0,1370
741,1,0,"1371-06-22 01:01:30",0,0,0,67801,1,0,5482,1,1,0,1371
742,0,0,"1372-09-22 15:23:12",1,0,1,67863,0,0,5487,0,0,1,1372
743,1,0,"1375-06-22 00:09:34",0,0,1,67999,0,0,5498,1,0,0,1375
744,0,0,"1376-09-22 14:24:52",1,0,0,68061,1,0,5503,0,0,1,1376
745,0,0,"1380-09-22 13:45:56",1,0,1,68259,0,0,5519,0,0,1,1380
746,0,0,"1380-12-20 23:51:05",0,1,1,68271,0,1,5520,1,0,0,1380
747,0,0,"1384-12-20 23:17:11",0,1,0,68469,1,0,5536,1,1,0,1384
748,0,1,"1385-03-20 05:36:42",1,0,0,68481,1,0,5537,0,0,0,1385
749,1,0,"1386-06-21 16:05:52",0,0,1,68543,0,0,5542,1,0,0,1386
750,0,1,"1389-03-20 04:44:31",1,0,1,68679,0,0,5553,0,0,0,1389
751,1,0,"1390-06-21 15:09:10",0,0,0,68741,1,0,5558,1,0,0,1390
752,1,0,"1394-06-21 14:10:43",0,0,1,68939,0,1,5574,1,0,0,1394
753,0,0,"1395-09-23 04:53:02",1,0,0,69001,1,0,5579,0,0,1,1395
754,0,0,"1395-12-21 15:06:53",0,1,0,69013,1,0,5580,1,0,0,1395
755,0,0,"1399-09-23 04:15:27",1,0,1,69199,0,0,5595,0,0,1,1399
756,0,0,"1399-12-21 14:29:27",0,1,1,69211,0,0,5596,1,0,0,1399
757,0,1,"1400-03-20 20:39:26",1,0,1,69223,0,1,5597,0,0,0,1400
758,0,0,"1403-12-22 13:58:30",0,1,0,69409,1,0,5612,1,0,0,1403
759,0,1,"1404-03-20 19:57:19",1,0,0,69421,1,0,5613,0,0,0,1404
760,1,0,"1405-06-22 06:04:53",0,0,1,69483,0,0,5618,1,0,0,1405
761,0,1,"1408-03-20 19:22:19",1,0,1,69619,0,0,5629,0,0,0,1408
762,1,0,"1409-06-22 05:22:49",0,0,0,69681,1,0,5634,1,0,0,1409
763,0,0,"1414-09-23 19:25:03",1,0,0,69941,1,0,5655,0,0,1,1414
764,0,0,"1414-12-22 05:48:57",0,1,0,69953,1,0,5656,1,0,0,1414
765,0,0,"1418-09-23 18:42:05",1,0,1,70139,0,0,5671,0,0,1,1418
766,0,0,"1418-12-22 05:18:20",0,1,1,70151,0,0,5672,1,0,0,1418
767,0,1,"1419-03-21 11:10:13",1,0,1,70163,0,0,5673,0,0,0,1419
768,0,0,"1422-12-22 04:39:11",0,1,0,70349,1,0,5688,1,0,0,1422
769,0,1,"1423-03-21 10:30:27",1,0,0,70361,1,0,5689,0,1,0,1423
770,1,0,"1424-06-21 20:26:06",0,0,1,70423,0,0,5694,1,0,0,1424
771,0,1,"1427-03-21 09:39:11",1,0,1,70559,0,1,5705,0,0,0,1427
772,1,0,"1428-06-21 19:34:44",0,0,0,70621,1,0,5710,1,0,0,1428
773,0,0,"1433-09-23 09:43:28",1,0,0,70881,1,0,5731,0,0,1,1433
774,0,0,"1433-12-21 20:35:46",0,1,0,70893,1,1,5732,1,0,0,1433
775,0,0,"1437-09-23 09:05:47",1,0,1,71079,0,0,5747,0,0,1,1437
776,0,0,"1437-12-21 19:58:14",0,1,1,71091,0,0,5748,1,0,0,1437
777,0,1,"1438-03-21 01:32:02",1,0,1,71103,0,0,5749,0,0,0,1438
778,0,0,"1441-12-21 19:27:13",0,1,0,71289,1,0,5764,1,0,0,1441
779,0,1,"1442-03-21 01:00:40",1,0,0,71301,1,0,5765,0,0,0,1442
780,1,0,"1443-06-22 10:39:11",0,0,1,71363,0,0,5770,1,0,0,1443
781,1,0,"1447-06-22 09:51:24",0,0,0,71561,1,0,5786,1,0,0,1447
782,1,0,"1451-06-22 08:46:00",0,0,1,71759,0,0,5802,1,1,0,1451
783,0,0,"1452-09-23 00:07:06",1,0,0,71821,1,0,5807,0,0,1,1452
784,0,0,"1456-09-22 23:25:05",1,0,1,72019,0,0,5823,0,0,1,1456
785,0,0,"1456-12-21 10:46:36",0,1,1,72031,0,0,5824,1,0,0,1456
786,0,1,"1457-03-20 16:13:13",1,0,1,72043,0,0,5825,0,0,0,1457
787,0,0,"1460-12-21 10:05:03",0,1,0,72229,1,0,5840,1,0,0,1460
788,0,1,"1461-03-20 15:26:05",1,0,0,72241,1,0,5841,0,0,0,1461
789,1,0,"1462-06-22 00:48:33",0,0,1,72303,0,0,5846,1,0,0,1462
790,1,0,"1466-06-21 23:49:48",0,0,0,72501,1,0,5862,1,0,0,1466
791,0,0,"1467-09-23 15:21:42",1,0,1,72563,0,1,5867,0,0,1,1467
792,1,0,"1470-06-21 22:59:33",0,0,1,72699,0,0,5878,1,0,0,1470
793,0,0,"1471-09-23 14:37:48",1,0,0,72761,1,0,5883,0,1,1,1471
794,0,0,"1475-09-23 13:54:12",1,0,1,72959,0,1,5899,0,0,1,1475
795,0,0,"1475-12-22 01:29:13",0,1,1,72971,0,0,5900,1,0,0,1475
796,0,1,"1476-03-20 06:40:14",1,0,1,72983,0,0,5901,0,0,0,1476
797,0,0,"1479-12-22 00:55:08",0,1,0,73169,1,0,5916,1,0,0,1479
798,0,1,"1480-03-20 06:06:38",1,0,0,73181,1,1,5917,0,0,0,1480
799,1,0,"1481-06-21 15:00:42",0,0,1,73243,0,0,5922,1,0,0,1481
800,1,0,"1485-06-21 13:58:24",0,0,0,73441,1,0,5938,1,0,0,1485
801,0,0,"1486-09-23 05:52:55",1,0,1,73503,0,0,5943,0,0,1,1486
802,1,0,"1489-06-21 13:03:21",0,0,1,73639,0,0,5954,1,0,0,1489
803,0,0,"1490-09-23 05:04:41",1,0,0,73701,1,0,5959,0,0,1,1490
804,0,0,"1490-12-21 16:46:37",0,1,0,73713,1,0,5960,1,1,0,1490
805,0,0,"1494-12-21 16:07:17",0,1,1,73911,0,0,5976,1,0,0,1494
806,0,1,"1495-03-20 21:11:06",1,0,1,73923,0,0,5977,0,0,0,1495
807,0,0,"1498-12-21 15:39:28",0,1,0,74109,1,0,5992,1,0,0,1498
808,0,1,"1499-03-20 20:26:36",1,0,0,74121,1,0,5993,0,0,0,1499
809,1,0,"1500-06-22 05:07:30",0,0,1,74183,0,1,5998,1,0,0,1500
810,0,1,"1503-03-21 19:46:06",1,0,1,74319,0,0,6009,0,0,0,1503
811,1,0,"1504-06-22 04:14:17",0,0,0,74381,1,0,6014,1,1,0,1504
812,0,0,"1505-09-23 20:13:08",1,0,1,74443,0,0,6019,0,0,1,1505
813,0,0,"1509-09-23 19:32:45",1,0,0,74641,1,0,6035,0,0,1,1509
814,0,0,"1509-12-22 07:30:22",0,1,0,74653,1,0,6036,1,0,0,1509
815,0,0,"1513-12-22 06:56:26",0,1,1,74851,0,1,6052,1,0,0,1513
816,0,1,"1514-03-21 11:41:49",1,0,1,74863,0,0,6053,0,0,0,1514
817,1,0,"1515-06-22 20:09:12",0,0,0,74925,1,0,6058,1,0,0,1515
818,0,0,"1517-12-22 06:20:51",0,1,0,75049,1,0,6068,1,1,0,1517
819,0,1,"1518-03-21 11:00:58",1,0,0,75061,1,0,6069,0,0,0,1518
820,1,0,"1519-06-22 19:27:57",0,0,1,75123,0,0,6074,1,0,0,1519
821,0,1,"1522-03-21 10:03:36",1,0,1,75259,0,0,6085,0,0,0,1522
822,1,0,"1523-06-22 18:25:16",0,0,0,75321,1,0,6090,1,0,0,1523
823,0,0,"1524-09-23 10:37:24",1,0,1,75383,0,0,6095,0,1,1,1524
824,0,0,"1528-09-23 09:50:06",1,0,0,75581,1,0,6111,0,0,1,1528
825,0,0,"1528-12-21 22:17:31",0,1,0,75593,1,0,6112,1,0,0,1528
826,0,1,"1529-03-21 02:50:00",1,0,0,75605,1,0,6113,0,1,0,1529
827,0,0,"1532-12-21 21:36:39",0,1,1,75791,0,0,6128,1,0,0,1532
828,0,1,"1533-03-21 02:05:16",1,0,1,75803,0,1,6129,0,0,0,1533
829,1,0,"1534-06-22 10:19:45",0,0,0,75865,1,0,6134,1,0,0,1534
830,0,1,"1537-03-21 01:37:55",1,0,0,76001,1,0,6145,0,1,0,1537
831,1,0,"1538-06-22 09:34:26",0,0,1,76063,0,0,6150,1,0,0,1538
832,0,0,"1543-09-24 01:09:38",1,0,1,76323,0,0,6171,0,0,1,1543
833,0,0,"1547-09-24 00:13:09",1,0,0,76521,1,0,6187,0,0,1,1547
834,0,0,"1547-12-22 13:00:27",0,1,0,76533,1,0,6188,1,0,0,1547
835,0,1,"1548-03-20 17:22:14",1,0,0,76545,1,0,6189,0,0,0,1548
836,0,0,"1551-09-23 23:39:56",1,0,1,76719,0,0,6203,0,0,1,1551
837,0,0,"1551-12-22 12:25:37",0,1,1,76731,0,0,6204,1,0,0,1551
838,0,1,"1552-03-20 16:46:58",1,0,1,76743,0,0,6205,0,0,0,1552
839,1,0,"1553-06-22 00:33:06",0,0,0,76805,1,1,6210,1,0,0,1553
840,0,1,"1556-03-20 16:04:03",1,0,0,76941,1,0,6221,0,1,0,1556
841,1,0,"1557-06-21 23:40:03",0,0,1,77003,0,0,6226,1,0,0,1557
842,1,0,"1561-06-21 22:41:07",0,0,0,77201,1,0,6242,1,0,0,1561
843,0,0,"1562-09-23 15:30:35",1,0,1,77263,0,0,6247,0,0,1,1562
844,0,0,"1566-09-23 14:43:11",1,0,0,77461,1,0,6263,0,0,1,1566
845,0,0,"1566-12-22 03:33:52",0,1,0,77473,1,0,6264,1,0,0,1566
846,0,1,"1567-03-21 07:51:20",1,0,0,77485,1,0,6265,0,0,0,1567
847,0,0,"1570-09-23 14:10:48",1,0,1,77659,0,0,6279,0,0,1,1570
848,0,0,"1570-12-22 03:11:54",0,1,1,77671,0,0,6280,1,1,0,1570
849,0,1,"1571-03-21 07:14:48",1,0,1,77683,0,0,6281,0,0,0,1571
850,1,0,"1576-06-21 13:52:43",0,0,1,77943,0,0,6302,1,0,0,1576
851,1,0,"1580-06-21 12:54:16",0,0,0,78141,1,0,6318,1,0,0,1580
852,0,0,"1581-09-23 05:55:09",1,0,1,78203,0,1,6323,0,0,1,1581
853,0,0,"1585-09-23 05:09:20",1,0,0,78401,1,0,6339,0,0,1,1585
854,0,0,"1585-12-21 18:23:17",0,1,0,78413,1,0,6340,1,0,0,1585
855,0,1,"1586-03-20 22:23:12",1,0,0,78425,1,0,6341,0,0,0,1586
856,0,0,"1589-09-23 04:34:26",1,0,1,78599,0,0,6355,0,0,1,1589
857,0,0,"1589-12-21 17:49:50",0,1,1,78611,0,0,6356,1,0,0,1589
858,0,1,"1590-03-20 21:44:11",1,0,1,78623,0,0,6357,0,0,0,1590
859,0,0,"1593-12-21 17:12:59",0,1,0,78809,1,0,6372,1,0,0,1593
860,1,0,"1595-06-22 03:58:34",0,0,1,78883,0,0,6378,1,0,0,1595
861,0,0,"1596-09-22 21:04:24",1,0,0,78945,1,0,6383,0,0,1,1596
862,1,0,"1599-06-22 03:14:31",0,0,0,79081,1,0,6394,1,0,0,1599
863,0,0,"1600-09-22 20:13:14",1,0,1,79143,0,0,6399,0,0,1,1600
864,0,0,"1604-09-22 19:35:58",1,0,0,79341,1,0,6415,0,1,1,1604
865,0,0,"1604-12-21 09:06:05",0,1,0,79353,1,0,6416,1,0,0,1604
866,0,1,"1605-03-20 12:42:30",1,0,0,79365,1,0,6417,0,0,0,1605
867,0,0,"1608-12-21 08:40:14",0,1,1,79551,0,0,6432,1,0,0,1608
868,0,1,"1609-03-20 12:20:13",1,0,1,79563,0,0,6433,0,0,0,1609
869,1,0,"1610-06-21 19:07:45",0,0,0,79625,1,0,6438,1,1,0,1610
870,0,0,"1612-12-21 07:50:38",0,1,0,79749,1,0,6448,1,0,0,1612
871,0,1,"1613-03-20 11:28:28",1,0,0,79761,1,1,6449,0,0,0,1613
872,1,0,"1614-06-21 18:17:03",0,0,1,79823,0,0,6454,1,0,0,1614
873,0,0,"1615-09-23 11:33:28",1,0,0,79885,1,0,6459,0,0,1,1615
874,1,0,"1618-06-21 17:18:32",0,0,0,80021,1,0,6470,1,0,0,1618
875,0,0,"1619-09-23 10:36:02",1,0,1,80083,0,0,6475,0,0,1,1619
876,0,0,"1619-12-22 00:31:36",0,1,1,80095,0,1,6476,1,0,0,1619
877,0,0,"1623-09-23 09:58:07",1,0,0,80281,1,0,6491,0,0,1,1623
878,0,0,"1623-12-21 23:52:55",0,1,0,80293,1,0,6492,1,1,0,1623
879,0,1,"1624-03-20 03:22:31",1,0,0,80305,1,0,6493,0,0,0,1624
880,1,0,"1625-06-21 09:59:27",0,0,1,80367,0,0,6498,1,0,0,1625
881,0,0,"1627-12-21 23:14:59",0,1,1,80491,0,1,6508,1,0,0,1627
882,0,1,"1628-03-20 02:46:12",1,0,1,80503,0,0,6509,0,0,0,1628
883,1,0,"1629-06-21 09:13:04",0,0,0,80565,1,0,6514,1,0,0,1629
884,0,1,"1632-03-20 02:03:28",1,0,0,80701,1,0,6525,0,0,0,1632
885,1,0,"1633-06-21 08:22:19",0,0,1,80763,0,1,6530,1,0,0,1633
886,0,0,"1634-09-23 01:56:45",1,0,0,80825,1,0,6535,0,0,1,1634
887,0,0,"1638-09-23 01:05:41",1,0,1,81023,0,0,6551,0,0,1,1638
888,0,0,"1638-12-21 15:05:01",0,1,1,81035,0,0,6552,1,0,0,1638
889,0,0,"1642-12-21 14:38:36",0,1,0,81233,1,0,6568,1,0,0,1642
890,0,1,"1643-03-20 17:56:54",1,0,0,81245,1,0,6569,0,0,0,1643
891,1,0,"1644-06-21 00:06:38",0,0,1,81307,0,0,6574,1,0,0,1644
892,0,0,"1646-12-21 13:57:40",0,1,1,81431,0,1,6584,1,0,0,1646
893,0,1,"1647-03-20 17:22:08",1,0,1,81443,0,0,6585,0,0,0,1647
894,1,0,"1648-06-20 23:27:06",0,0,0,81505,1,0,6590,1,0,0,1648
895,0,1,"1651-03-20 16:30:42",1,0,0,81641,1,0,6601,0,0,0,1651
896,1,0,"1652-06-20 22:31:27",0,0,1,81703,0,0,6606,1,0,0,1652
897,0,0,"1657-09-22 15:26:47",1,0,1,81963,0,0,6627,0,0,1,1657
898,0,0,"1657-12-21 05:52:52",0,1,1,81975,0,0,6628,1,0,0,1657
899,0,1,"1658-03-20 09:04:41",1,0,1,81987,0,0,6629,0,0,0,1658
900,0,0,"1661-09-22 14:50:50",1,0,0,82161,1,1,6643,0,0,1,1661
901,0,0,"1661-12-21 05:14:08",0,1,0,82173,1,0,6644,1,0,0,1661
902,0,1,"1662-03-20 08:23:54",1,0,0,82185,1,0,6645,0,1,0,1662
903,1,0,"1663-06-21 14:27:14",0,0,1,82247,0,0,6650,1,0,0,1663
904,0,1,"1666-03-20 07:44:29",1,0,1,82383,0,1,6661,0,0,0,1666
905,1,0,"1667-06-21 13:34:47",0,0,0,82445,1,0,6666,1,0,0,1667
906,1,0,"1671-06-21 12:48:27",0,0,1,82643,0,0,6682,1,0,0,1671
907,0,0,"1676-09-22 05:50:15",1,0,1,82903,0,0,6703,0,0,1,1676
908,0,0,"1676-12-20 20:36:52",0,1,1,82915,0,0,6704,1,0,0,1676
909,0,1,"1677-03-19 23:25:55",1,0,1,82927,0,0,6705,0,0,0,1677
910,0,0,"1680-09-22 05:12:23",1,0,0,83101,1,0,6719,0,0,1,1680
911,0,0,"1680-12-20 20:04:39",0,1,0,83113,1,0,6720,1,0,0,1680
912,0,1,"1681-03-19 22:59:57",1,0,0,83125,1,0,6721,0,0,0,1681
913,0,1,"1685-03-19 22:14:37",1,0,1,83323,0,0,6737,0,0,0,1685
914,1,0,"1686-06-21 03:52:15",0,0,0,83385,1,0,6742,1,0,0,1686
915,1,0,"1690-06-21 02:52:49",0,0,1,83583,0,0,6758,1,1,0,1690
916,0,0,"1691-09-22 20:58:32",1,0,0,83645,1,0,6763,0,0,1,1691
917,0,0,"1695-09-22 20:12:01",1,0,1,83843,0,0,6779,0,0,1,1695
918,0,1,"1696-03-19 14:03:05",1,0,1,83867,0,0,6781,0,0,0,1696
919,0,0,"1699-09-22 19:38:04",1,0,0,84041,1,0,6795,0,0,1,1699
920,0,0,"1699-12-21 10:47:06",0,1,0,84053,1,0,6796,1,0,0,1699
921,0,1,"1700-03-20 13:26:08",1,0,0,84065,1,0,6797,0,0,0,1700
922,0,0,"1703-12-22 10:09:15",0,1,1,84251,0,0,6812,1,1,0,1703
923,0,1,"1704-03-20 12:48:54",1,0,1,84263,0,0,6813,0,0,0,1704
924,1,0,"1705-06-21 17:59:42",0,0,0,84325,1,0,6818,1,0,0,1705
925,1,0,"1709-06-21 17:05:05",0,0,1,84523,0,0,6834,1,0,0,1709
926,0,0,"1710-09-23 11:25:58",1,0,0,84585,1,0,6839,0,1,1,1710
927,0,0,"1714-09-23 10:42:47",1,0,1,84783,0,1,6855,0,0,1,1714
928,0,0,"1718-09-23 09:58:49",1,0,0,84981,1,0,6871,0,1,1,1718
929,0,0,"1718-12-22 01:26:14",0,1,0,84993,1,0,6872,1,0,0,1718
930,0,1,"1719-03-21 04:03:23",1,0,0,85005,1,1,6873,0,0,0,1719
931,0,0,"1722-12-22 00:49:05",0,1,1,85191,0,0,6888,1,0,0,1722
932,0,1,"1723-03-21 03:17:18",1,0,1,85203,0,0,6889,0,0,0,1723
933,1,0,"1724-06-21 08:06:15",0,0,0,85265,1,0,6894,1,0,0,1724
934,0,0,"1725-09-23 02:46:33",1,0,1,85327,0,0,6899,0,0,1,1725
935,1,0,"1728-06-21 07:10:54",0,0,1,85463,0,0,6910,1,0,0,1728
936,0,0,"1729-09-23 01:50:02",1,0,0,85525,1,0,6915,0,0,1,1729
937,0,0,"1733-09-23 01:10:07",1,0,1,85723,0,0,6931,0,0,1,1733
938,0,0,"1733-12-21 16:42:39",0,1,1,85735,0,0,6932,1,0,0,1733
939,0,0,"1737-12-21 16:13:02",0,1,0,85933,1,0,6948,1,0,0,1737
940,0,1,"1738-03-20 18:33:18",1,0,0,85945,1,0,6949,0,0,0,1738
941,1,0,"1739-06-21 23:05:57",0,0,1,86007,0,1,6954,1,0,0,1739
942,0,0,"1741-12-21 15:34:48",0,1,1,86131,0,0,6964,1,0,0,1741
943,0,1,"1742-03-20 17:54:04",1,0,1,86143,0,0,6965,0,0,0,1742
944,1,0,"1743-06-21 22:27:54",0,0,0,86205,1,0,6970,1,1,0,1743
945,0,0,"1744-09-22 17:10:12",1,0,1,86267,0,0,6975,0,0,1,1744
946,1,0,"1747-06-21 21:21:55",0,0,1,86403,0,1,6986,1,0,0,1747
947,0,0,"1748-09-22 16:15:16",1,0,0,86465,1,0,6991,0,0,1,1748
948,0,0,"1752-09-22 15:27:00",1,0,1,86663,0,0,7007,0,0,1,1752
949,0,0,"1752-12-21 07:32:00",0,1,1,86675,0,1,7008,1,0,0,1752
950,1,0,"1754-06-21 14:09:10",0,0,0,86749,1,0,7014,1,0,0,1754
951,0,0,"1756-12-21 06:50:39",0,1,0,86873,1,0,7024,1,1,0,1756
952,0,1,"1757-03-20 09:00:04",1,0,0,86885,1,0,7025,0,0,0,1757
953,1,0,"1758-06-21 13:24:20",0,0,1,86947,0,0,7030,1,0,0,1758
954,0,1,"1761-03-20 08:18:36",1,0,1,87083,0,0,7041,0,0,0,1761
955,1,0,"1762-06-21 12:35:54",0,0,0,87145,1,0,7046,1,0,0,1762
956,0,0,"1767-09-23 06:33:14",1,0,0,87405,1,1,7067,0,0,1,1767
957,0,0,"1767-12-21 22:47:38",0,1,0,87417,1,0,7068,1,0,0,1767
958,0,0,"1771-09-23 05:50:15",1,0,1,87603,0,0,7083,0,0,1,1771
959,0,0,"1771-12-21 22:17:29",0,1,1,87615,0,0,7084,1,0,0,1771
960,0,1,"1772-03-20 00:09:52",1,0,1,87627,0,1,7085,0,0,0,1772
961,0,0,"1775-12-21 21:39:18",0,1,0,87813,1,0,7100,1,0,0,1775
962,0,1,"1776-03-19 23:36:26",1,0,0,87825,1,0,7101,0,1,0,1776
963,1,0,"1777-06-21 03:40:42",0,0,1,87887,0,0,7106,1,0,0,1777
964,0,1,"1780-03-19 22:53:13",1,0,1,88023,0,0,7117,0,0,0,1780
965,1,0,"1781-06-21 02:45:51",0,0,0,88085,1,0,7122,1,0,0,1781
966,0,0,"1786-09-22 20:59:45",1,0,0,88345,1,0,7143,0,0,1,1786
967,0,0,"1786-12-21 13:34:12",0,1,0,88357,1,0,7144,1,0,0,1786
968,0,0,"1790-09-22 20:11:10",1,0,1,88543,0,0,7159,0,0,1,1790
969,0,0,"1790-12-21 12:52:07",0,1,1,88555,0,0,7160,1,0,0,1790
970,0,1,"1791-03-20 14:48:11",1,0,1,88567,0,0,7161,0,0,0,1791
971,0,0,"1794-12-21 12:23:32",0,1,0,88753,1,0,7176,1,0,0,1794
972,0,1,"1795-03-20 14:03:31",1,0,0,88765,1,0,7177,0,0,0,1795
973,1,0,"1796-06-20 17:41:47",0,0,1,88827,0,0,7182,1,1,0,1796
974,1,0,"1800-06-21 16:51:08",0,0,0,89025,1,0,7198,1,0,0,1800
975,0,0,"1805-09-23 11:28:34",1,0,0,89285,1,0,7219,0,0,1,1805
976,0,1,"1806-03-21 05:51:48",1,0,0,89309,1,0,7221,0,0,0,1806
977,0,0,"1809-09-23 10:41:42",1,0,1,89483,0,0,7235,0,0,1,1809
978,0,0,"1809-12-22 03:37:18",0,1,1,89495,0,0,7236,1,1,0,1809
979,0,1,"1810-03-21 05:20:05",1,0,1,89507,0,0,7237,0,0,0,1810
