"id","apofasal","date","eclipse_id","es_anular","es_hibrido","es_parcial","es_penumbral","es_total","estival","invernal","invertido","lleno","metono_id","nuevo","otonyal","primaveral","selecto","year"
336,0,"1643-03-20 17:56:54",7826,0,0,0,0,1,0,0,0,0,2144,1,0,1,0,1643
337,0,"1648-06-20 23:27:06",7850,0,0,0,0,0,1,0,0,0,2153,1,0,0,0,1648
338,0,"1648-06-20 23:27:06",7850,0,0,0,0,0,1,0,0,0,2154,1,0,0,0,1648
339,0,"1657-12-21 05:52:52",7894,0,0,1,0,0,0,1,0,1,2165,0,0,0,0,1657
340,0,"1657-12-21 05:52:52",7894,0,0,1,0,0,0,1,0,1,2166,0,0,0,0,1657
341,1,"1661-09-22 14:50:50",7917,1,0,0,0,0,0,0,0,0,2170,1,1,0,1,1661
342,1,"1661-09-22 14:50:50",7917,1,0,0,0,0,0,0,0,0,2171,1,1,0,1,1661
343,1,"1662-03-20 08:23:54",7921,0,0,0,0,1,0,0,1,0,2175,1,0,1,0,1662
344,1,"1662-03-20 08:23:54",7921,0,0,0,0,1,0,0,1,0,2176,1,0,1,0,1662
345,0,"1667-06-21 13:34:47",7946,0,0,1,0,0,1,0,0,0,2187,1,0,0,0,1667
346,0,"1667-06-21 13:34:47",7946,0,0,1,0,0,1,0,0,0,2188,1,0,0,0,1667
347,0,"1676-12-20 20:36:52",7992,0,0,0,1,0,0,1,0,1,2202,0,0,0,0,1676
348,0,"1676-12-20 20:36:52",7992,0,0,0,1,0,0,1,0,1,2203,0,0,0,0,1676
349,0,"1680-09-22 05:12:23",8014,1,0,0,0,0,0,0,0,0,2207,1,1,0,0,1680
350,0,"1680-09-22 05:12:23",8014,1,0,0,0,0,0,0,0,0,2208,1,1,0,0,1680
351,0,"1681-03-19 22:59:57",8017,0,0,0,0,0,0,0,0,0,2211,1,0,1,0,1681
352,0,"1681-03-19 22:59:57",8017,0,0,0,0,0,0,0,0,0,2212,1,0,1,0,1681
353,0,"1699-09-22 19:38:04",8109,0,0,0,0,0,0,0,0,0,2230,1,1,0,0,1699
354,0,"1699-09-22 19:38:04",8109,0,0,0,0,0,0,0,0,0,2231,1,1,0,0,1699
355,0,"1703-12-22 10:09:15",8126,0,0,0,0,1,0,1,1,1,2237,0,0,0,0,1703
356,0,"1703-12-22 10:09:15",8126,0,0,0,0,1,0,1,1,1,2238,0,0,0,0,1703
357,1,"1718-09-23 09:58:49",8205,0,0,1,0,0,0,0,1,0,2261,1,1,0,0,1718
358,1,"1718-09-23 09:58:49",8205,0,0,1,0,0,0,0,1,0,2262,1,1,0,0,1718
359,0,"1722-12-22 00:49:05",8223,0,0,1,0,0,0,1,0,1,2271,0,0,0,0,1722
360,0,"1722-12-22 00:49:05",8223,0,0,1,0,0,0,1,0,1,2272,0,0,0,0,1722
361,0,"1741-12-21 15:34:48",8322,0,0,0,1,0,0,1,0,1,2302,0,0,0,0,1741
362,0,"1741-12-21 15:34:48",8322,0,0,0,1,0,0,1,0,1,2303,0,0,0,0,1741
363,0,"1786-12-21 13:34:12",8552,0,0,1,0,0,0,1,0,0,2388,1,0,0,0,1786
364,0,"1786-12-21 13:34:12",8552,0,0,1,0,0,0,1,0,0,2389,1,0,0,0,1786
365,0,"1796-06-20 17:41:47",8600,0,0,0,1,0,1,0,1,1,2403,0,0,0,0,1796
366,0,"1796-06-20 17:41:47",8600,0,0,0,1,0,1,0,1,1,2404,0,0,0,0,1796
367,0,"1810-03-21 05:20:05",8668,0,0,0,1,0,0,0,0,1,2421,0,0,1,0,1810
368,0,"1810-03-21 05:20:05",8668,0,0,0,1,0,0,0,0,1,2422,0,0,1,0,1810
369,0,"1815-06-22 07:57:47",8694,0,0,0,0,1,1,0,0,1,2430,0,0,0,0,1815
370,0,"1815-06-22 07:57:47",8694,0,0,0,0,1,1,0,0,1,2431,0,0,0,0,1815
371,0,"1820-09-23 02:37:15",8719,0,0,1,0,0,0,0,0,1,2436,0,1,0,1,1820
372,0,"1820-09-23 02:37:15",8719,0,0,1,0,0,0,0,0,1,2437,0,1,0,1,1820
373,0,"1828-09-23 01:09:07",8760,0,0,0,1,0,0,0,0,1,2441,0,1,0,0,1828
374,0,"1828-09-23 01:09:07",8760,0,0,0,1,0,0,0,0,1,2442,0,1,0,0,1828
375,0,"1829-03-20 19:41:29",8764,0,0,1,0,0,0,0,0,1,2445,0,0,1,0,1829
376,0,"1829-03-20 19:41:29",8764,0,0,1,0,0,0,0,0,1,2446,0,0,1,0,1829
377,0,"1834-06-21 22:11:01",8789,0,0,0,0,1,1,0,0,1,2453,0,0,0,0,1834
378,0,"1834-06-21 22:11:01",8789,0,0,0,0,1,1,0,0,1,2454,0,0,0,0,1834
379,0,"1839-09-23 16:58:29",8815,0,0,0,1,0,0,0,0,1,2459,0,1,0,0,1839
380,0,"1839-09-23 16:58:29",8815,0,0,0,1,0,0,0,0,1,2460,0,1,0,0,1839
381,0,"1847-09-23 15:21:43",8856,0,0,1,0,0,0,0,0,1,2465,0,1,0,1,1847
382,0,"1847-09-23 15:21:43",8856,0,0,1,0,0,0,0,0,1,2466,0,1,0,1,1847
383,0,"1848-03-20 10:17:12",8859,0,0,0,0,1,0,0,0,1,2469,0,0,1,0,1848
384,0,"1848-03-20 10:17:12",8859,0,0,0,0,1,0,0,0,1,2470,0,0,1,0,1848
385,0,"1853-06-21 12:21:33",8885,0,0,1,0,0,1,0,0,1,2480,0,0,0,0,1853
386,0,"1853-06-21 12:21:33",8885,0,0,1,0,0,1,0,0,1,2481,0,0,0,0,1853
387,1,"1862-12-22 00:18:05",8932,0,0,1,0,0,0,1,1,0,2497,1,0,0,0,1862
388,1,"1862-12-22 00:18:05",8932,0,0,1,0,0,0,1,1,0,2498,1,0,0,0,1862
389,0,"1867-03-21 00:45:47",8951,0,0,1,0,0,0,0,0,1,2505,0,0,1,0,1867
390,0,"1867-03-21 00:45:47",8951,0,0,1,0,0,0,0,0,1,2506,0,0,1,0,1867
391,1,"1870-12-21 23:12:30",8970,0,0,0,0,1,0,1,0,0,2510,1,0,0,0,1870
392,1,"1870-12-21 23:12:30",8970,0,0,0,0,1,0,1,0,0,2511,1,0,0,0,1870
393,0,"1886-03-20 15:25:46",9041,0,0,0,1,0,0,0,0,1,2531,0,0,1,0,1886
394,0,"1886-03-20 15:25:46",9041,0,0,0,1,0,0,0,0,1,2532,0,0,1,0,1886
395,0,"1889-12-21 13:51:19",9059,0,0,0,0,1,0,1,1,0,2536,1,0,0,0,1889
396,0,"1889-12-21 13:51:19",9059,0,0,0,0,1,0,1,1,0,2537,1,0,0,0,1889
397,0,"1894-03-20 13:58:43",9079,0,0,1,0,0,0,0,0,1,2545,0,0,1,0,1894
398,0,"1894-03-20 13:58:43",9079,0,0,1,0,0,0,0,0,1,2546,0,0,1,0,1894
399,0,"1968-09-22 22:26:10",9425,0,0,0,0,1,0,0,0,0,2670,1,1,0,0,1968
400,0,"1968-09-22 22:26:10",9425,0,0,0,0,1,0,0,0,0,2671,1,1,0,0,1968
401,1,"1982-06-21 15:23:00",9488,0,0,1,0,0,1,0,1,0,2695,1,0,0,0,1982
402,1,"1982-06-21 15:23:00",9488,0,0,1,0,0,1,0,1,0,2696,1,0,0,0,1982
403,0,"1987-09-23 11:45:16",9511,1,0,0,0,0,0,0,0,0,2707,1,1,0,0,1987
404,0,"1987-09-23 11:45:16",9511,1,0,0,0,0,0,0,0,0,2708,1,1,0,0,1987
405,1,"1991-12-22 07:53:38",9527,0,0,1,0,0,0,1,0,1,2715,0,0,0,1,1991
406,1,"1991-12-22 07:53:38",9527,0,0,1,0,0,0,1,0,1,2716,0,0,0,1,1991
407,0,"2001-06-21 05:37:43",9573,0,0,0,0,1,1,0,0,0,2738,1,0,0,0,2001
408,0,"2001-06-21 05:37:43",9573,0,0,0,0,1,1,0,0,0,2739,1,0,0,0,2001
409,1,"2006-09-23 02:03:22",9595,1,0,0,0,0,0,0,0,0,2750,1,1,0,1,2006
410,1,"2006-09-23 02:03:22",9595,1,0,0,0,0,0,0,0,0,2751,1,1,0,1,2006
411,0,"2010-12-21 22:38:27",9611,0,0,0,0,1,0,1,0,1,2757,0,0,0,0,2010
412,0,"2010-12-21 22:38:27",9611,0,0,0,0,1,0,1,0,1,2758,0,0,0,0,2010
413,0,"2015-03-20 21:45:09",9635,0,0,0,0,1,0,0,1,0,2762,1,0,1,0,2015
414,0,"2015-03-20 21:45:09",9635,0,0,0,0,1,0,0,1,0,2763,1,0,1,0,2015
415,0,"2020-06-20 19:43:41",9659,1,0,0,0,0,1,0,0,0,2771,1,0,0,0,2020
416,0,"2020-06-20 19:43:41",9659,1,0,0,0,0,1,0,0,0,2772,1,0,0,0,2020
417,0,"2025-09-22 16:19:21",9680,0,0,1,0,0,0,0,0,0,2775,1,1,0,0,2025
418,0,"2025-09-22 16:19:21",9680,0,0,1,0,0,0,0,0,0,2776,1,1,0,0,2025
419,0,"2029-12-21 13:14:06",9696,0,0,0,0,1,0,1,0,1,2780,0,0,0,0,2029
420,0,"2029-12-21 13:14:06",9696,0,0,0,0,1,0,1,0,1,2781,0,0,0,0,2029
421,0,"2033-09-22 14:51:41",9717,0,0,1,0,0,0,0,0,0,2786,1,1,0,0,2033
422,0,"2033-09-22 14:51:41",9717,0,0,1,0,0,0,0,0,0,2787,1,1,0,0,2033
423,0,"2034-03-20 12:17:30",9720,0,0,0,0,1,0,0,0,0,2790,1,0,1,0,2034
424,0,"2034-03-20 12:17:30",9720,0,0,0,0,1,0,0,0,0,2791,1,0,1,0,2034
425,0,"2039-06-21 09:57:27",9744,1,0,0,0,0,1,0,0,0,2796,1,0,0,0,2039
426,0,"2039-06-21 09:57:27",9744,1,0,0,0,0,1,0,0,0,2797,1,0,0,0,2039
427,1,"2048-12-21 04:02:24",9782,0,0,0,1,0,0,1,1,1,2807,0,0,0,0,2048
428,1,"2048-12-21 04:02:24",9782,0,0,0,1,0,0,1,1,1,2808,0,0,0,0,2048
429,0,"2052-09-22 05:15:57",9801,1,0,0,0,0,0,0,0,0,2815,1,1,0,0,2052
430,0,"2052-09-22 05:15:57",9801,1,0,0,0,0,0,0,0,0,2816,1,1,0,0,2052
431,0,"2053-03-20 02:47:38",9804,1,0,0,0,0,0,0,0,0,2819,1,0,1,0,2053
432,0,"2053-03-20 02:47:38",9804,1,0,0,0,0,0,0,0,0,2820,1,0,1,0,2053
433,0,"2056-12-21 02:52:00",9818,0,0,0,1,0,0,1,0,1,2824,0,0,0,0,2056
434,0,"2056-12-21 02:52:00",9818,0,0,0,1,0,0,1,0,1,2825,0,0,0,0,2056
435,0,"2058-06-21 00:04:30",9829,0,0,1,0,0,1,0,0,0,2829,1,0,0,0,2058
436,0,"2058-06-21 00:04:30",9829,0,0,1,0,0,1,0,0,0,2830,1,0,0,0,2058
437,0,"2071-09-22 19:38:35",9888,0,0,0,0,1,0,0,0,0,2842,1,1,0,0,2071
438,0,"2071-09-22 19:38:35",9888,0,0,0,0,1,0,0,0,0,2843,1,1,0,0,2071
439,0,"2072-03-19 17:21:54",9891,0,0,1,0,0,0,0,0,0,2846,1,0,1,0,2072
440,0,"2072-03-19 17:21:54",9891,0,0,1,0,0,0,0,0,0,2847,1,0,1,0,2072
441,0,"2075-12-21 17:28:04",9904,0,0,1,0,0,0,1,0,1,2851,0,0,0,0,2075
442,0,"2075-12-21 17:28:04",9904,0,0,1,0,0,0,1,0,1,2852,0,0,0,0,2075
443,0,"2094-12-21 08:15:08",9990,0,0,0,0,1,0,1,0,1,2882,0,0,0,0,2094
444,0,"2094-12-21 08:15:08",9990,0,0,0,0,1,0,1,0,1,2883,0,0,0,0,2094
